,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
1623,"How many people, genuinely wake up one morning and quit work. And just love life one day at a time ??? #life #WorkFromHome #work",how many people  genuinely wake up one morning and quit work  and just love life one day at a time      life  workfromhome  work,0.4666666666666666,0.5333333333333333,positive,0.0,0.833,0.167,0.6369,128,23,how many people  genuinely wake up one morning and quit work  and just love life one day at a time      life  workfromhome  work,"['how', 'many', 'people', 'genuinely', 'wake', 'up', 'one', 'morning', 'and', 'quit', 'work', 'and', 'just', 'love', 'life', 'one', 'day', 'at', 'a', 'time', 'life', 'workfromhome', 'work']","['many', 'people', 'genuinely', 'wake', 'one', 'morning', 'quit', 'work', 'love', 'life', 'one', 'day', 'time', 'life', 'workfromhome', 'work']","['mani', 'peopl', 'genuin', 'wake', 'one', 'morn', 'quit', 'work', 'love', 'life', 'one', 'day', 'time', 'life', 'workfromhom', 'work']"
1625,#WorkFromHome #mondaythoughts https://t.co/97LgSqbX6a, workfromhome  mondaythoughts  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,31,2, workfromhome  mondaythoughts  ,"['', 'workfromhome', 'mondaythoughts', '']","['', 'workfromhome', 'mondaythoughts', '']","['', 'workfromhom', 'mondaythought', '']"
1626,"On-Demand Webinar - The New Normal: How to Work Remotely, Productively and Securely https://t.co/KbvdDFHU4I… https://t.co/KFBQ3jiVUE",on demand webinar   the new normal  how to work remotely  productively and securely    ,0.1465909090909091,0.4761363636363636,positive,0.101,0.738,0.161,0.2263,87,13,on demand webinar   the new normal  how to work remotely  productively and securely    ,"['on', 'demand', 'webinar', 'the', 'new', 'normal', 'how', 'to', 'work', 'remotely', 'productively', 'and', 'securely', '']","['demand', 'webinar', 'new', 'normal', 'work', 'remotely', 'productively', 'securely', '']","['demand', 'webinar', 'new', 'normal', 'work', 'remot', 'product', 'secur', '']"
1627,"RT @Mtrpapaoficial: Might get into a dire spot in a while, if anybody is looking for a daily social media manager hit me up! Rates go for n…", might get into a dire spot in a while  if anybody is looking for a daily social media manager hit me up  rates go for n ,0.016666666666666666,0.03333333333333333,negative,0.125,0.875,0.0,-0.4588,121,26, might get into a dire spot in a while  if anybody is looking for a daily social media manager hit me up  rates go for n ,"['', 'might', 'get', 'into', 'a', 'dire', 'spot', 'in', 'a', 'while', 'if', 'anybody', 'is', 'looking', 'for', 'a', 'daily', 'social', 'media', 'manager', 'hit', 'me', 'up', 'rates', 'go', 'for', 'n', '']","['', 'might', 'get', 'dire', 'spot', 'anybody', 'looking', 'daily', 'social', 'media', 'manager', 'hit', 'rates', 'go', 'n', '']","['', 'might', 'get', 'dire', 'spot', 'anybodi', 'look', 'daili', 'social', 'media', 'manag', 'hit', 'rate', 'go', 'n', '']"
1628,"Positions available for veterans. Apply today at:
https://t.co/OL85Pd2Eal
#veterans #WorkFromHomejobs #WorkFromHome… https://t.co/jhlEXzLP8u",positions available for veterans  apply today at     veterans  workfromhomejobs  workfromhome   ,0.4,0.4,neutral,0.0,1.0,0.0,0.0,96,10,positions available for veterans  apply today at     veterans  workfromhomejobs  workfromhome   ,"['positions', 'available', 'for', 'veterans', 'apply', 'today', 'at', 'veterans', 'workfromhomejobs', 'workfromhome', '']","['positions', 'available', 'veterans', 'apply', 'today', 'veterans', 'workfromhomejobs', 'workfromhome', '']","['posit', 'avail', 'veteran', 'appli', 'today', 'veteran', 'workfromhomejob', 'workfromhom', '']"
1629,Create an ML-Powered Speed Trap! https://t.co/sqrXvGN6uS #jobseekers #jobsearch #jobhunting #engineer #engineering… https://t.co/vPAlfb6NWA,create an ml powered speed trap     jobseekers  jobsearch  jobhunting  engineer  engineering   ,0.0,0.0,negative,0.172,0.672,0.157,-0.0516,95,11,create an ml powered speed trap     jobseekers  jobsearch  jobhunting  engineer  engineering   ,"['create', 'an', 'ml', 'powered', 'speed', 'trap', 'jobseekers', 'jobsearch', 'jobhunting', 'engineer', 'engineering', '']","['create', 'ml', 'powered', 'speed', 'trap', 'jobseekers', 'jobsearch', 'jobhunting', 'engineer', 'engineering', '']","['creat', 'ml', 'power', 'speed', 'trap', 'jobseek', 'jobsearch', 'jobhunt', 'engin', 'engin', '']"
1631,#onlinejobs #workfromhome #jobs #onlinejobsworkfromhome #onlinejob #virtualassistant #workfromhomejobs Product https://t.co/QxhiavLiB3, onlinejobs  workfromhome  jobs  onlinejobsworkfromhome  onlinejob  virtualassistant  workfromhomejobs product  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,112,8, onlinejobs  workfromhome  jobs  onlinejobsworkfromhome  onlinejob  virtualassistant  workfromhomejobs product  ,"['', 'onlinejobs', 'workfromhome', 'jobs', 'onlinejobsworkfromhome', 'onlinejob', 'virtualassistant', 'workfromhomejobs', 'product', '']","['', 'onlinejobs', 'workfromhome', 'jobs', 'onlinejobsworkfromhome', 'onlinejob', 'virtualassistant', 'workfromhomejobs', 'product', '']","['', 'onlinejob', 'workfromhom', 'job', 'onlinejobsworkfromhom', 'onlinejob', 'virtualassist', 'workfromhomejob', 'product', '']"
1632,#onlinejobs #workfromhome #jobs #onlinejobsworkfromhome #onlinejob #virtualassistant #workfromhomejobs Marketing https://t.co/CzjVpHiwh1, onlinejobs  workfromhome  jobs  onlinejobsworkfromhome  onlinejob  virtualassistant  workfromhomejobs marketing  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,114,8, onlinejobs  workfromhome  jobs  onlinejobsworkfromhome  onlinejob  virtualassistant  workfromhomejobs marketing  ,"['', 'onlinejobs', 'workfromhome', 'jobs', 'onlinejobsworkfromhome', 'onlinejob', 'virtualassistant', 'workfromhomejobs', 'marketing', '']","['', 'onlinejobs', 'workfromhome', 'jobs', 'onlinejobsworkfromhome', 'onlinejob', 'virtualassistant', 'workfromhomejobs', 'marketing', '']","['', 'onlinejob', 'workfromhom', 'job', 'onlinejobsworkfromhom', 'onlinejob', 'virtualassist', 'workfromhomejob', 'market', '']"
1633,#onlinejobs #workfromhome #jobs #onlinejobsworkfromhome #onlinejob #virtualassistant #workfromhomejobs Medical https://t.co/v3xf33amSy, onlinejobs  workfromhome  jobs  onlinejobsworkfromhome  onlinejob  virtualassistant  workfromhomejobs medical  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,112,8, onlinejobs  workfromhome  jobs  onlinejobsworkfromhome  onlinejob  virtualassistant  workfromhomejobs medical  ,"['', 'onlinejobs', 'workfromhome', 'jobs', 'onlinejobsworkfromhome', 'onlinejob', 'virtualassistant', 'workfromhomejobs', 'medical', '']","['', 'onlinejobs', 'workfromhome', 'jobs', 'onlinejobsworkfromhome', 'onlinejob', 'virtualassistant', 'workfromhomejobs', 'medical', '']","['', 'onlinejob', 'workfromhom', 'job', 'onlinejobsworkfromhom', 'onlinejob', 'virtualassist', 'workfromhomejob', 'medic', '']"
1634,#onlinejobs #workfromhome #jobs #onlinejobsworkfromhome #onlinejob #virtualassistant #workfromhomejobs Senior https://t.co/8EgU5Y4YeI, onlinejobs  workfromhome  jobs  onlinejobsworkfromhome  onlinejob  virtualassistant  workfromhomejobs senior  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,111,8, onlinejobs  workfromhome  jobs  onlinejobsworkfromhome  onlinejob  virtualassistant  workfromhomejobs senior  ,"['', 'onlinejobs', 'workfromhome', 'jobs', 'onlinejobsworkfromhome', 'onlinejob', 'virtualassistant', 'workfromhomejobs', 'senior', '']","['', 'onlinejobs', 'workfromhome', 'jobs', 'onlinejobsworkfromhome', 'onlinejob', 'virtualassistant', 'workfromhomejobs', 'senior', '']","['', 'onlinejob', 'workfromhom', 'job', 'onlinejobsworkfromhom', 'onlinejob', 'virtualassist', 'workfromhomejob', 'senior', '']"
1635,"#onlinejobs #workfromhome #jobs #onlinejobsworkfromhome #onlinejob #virtualassistant #workfromhomejobs Care Manager, https://t.co/dpsZ4DyTF7", onlinejobs  workfromhome  jobs  onlinejobsworkfromhome  onlinejob  virtualassistant  workfromhomejobs care manager   ,0.0,0.0,positive,0.0,0.714,0.286,0.4939,118,9, onlinejobs  workfromhome  jobs  onlinejobsworkfromhome  onlinejob  virtualassistant  workfromhomejobs care manager   ,"['', 'onlinejobs', 'workfromhome', 'jobs', 'onlinejobsworkfromhome', 'onlinejob', 'virtualassistant', 'workfromhomejobs', 'care', 'manager', '']","['', 'onlinejobs', 'workfromhome', 'jobs', 'onlinejobsworkfromhome', 'onlinejob', 'virtualassistant', 'workfromhomejobs', 'care', 'manager', '']","['', 'onlinejob', 'workfromhom', 'job', 'onlinejobsworkfromhom', 'onlinejob', 'virtualassist', 'workfromhomejob', 'care', 'manag', '']"
1636,RT @LevaDuell: 15 Companies That Hire Medical Coders. How to Get Medical Coding Jobs. #medicalcoding #medicalbilling #medical #careers #job…, 15 companies that hire medical coders  how to get medical coding jobs   medicalcoding  medicalbilling  medical  careers  job ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,126,17,  companies that hire medical coders  how to get medical coding jobs   medicalcoding  medicalbilling  medical  careers  job ,"['', 'companies', 'that', 'hire', 'medical', 'coders', 'how', 'to', 'get', 'medical', 'coding', 'jobs', 'medicalcoding', 'medicalbilling', 'medical', 'careers', 'job', '']","['', 'companies', 'hire', 'medical', 'coders', 'get', 'medical', 'coding', 'jobs', 'medicalcoding', 'medicalbilling', 'medical', 'careers', 'job', '']","['', 'compani', 'hire', 'medic', 'coder', 'get', 'medic', 'code', 'job', 'medicalcod', 'medicalbil', 'medic', 'career', 'job', '']"
1637,"📣 #JobAlert

🧑‍💻 Senior in #javascript and #react
🏙️ Integer Consulting
🪙 $1,852 / m
🏠 #WorkFromHome – Remote

Appl… https://t.co/rXLdqHm4MU",   jobalert      senior in  javascript and  react    integer consulting    1 852   m    workfromhome   remote  appl   ,-0.1,0.2,neutral,0.0,1.0,0.0,0.0,118,14,   jobalert      senior in  javascript and  react    integer consulting        m    workfromhome   remote  appl   ,"['', 'jobalert', 'senior', 'in', 'javascript', 'and', 'react', 'integer', 'consulting', 'm', 'workfromhome', 'remote', 'appl', '']","['', 'jobalert', 'senior', 'javascript', 'react', 'integer', 'consulting', 'workfromhome', 'remote', 'appl', '']","['', 'jobalert', 'senior', 'javascript', 'react', 'integ', 'consult', 'workfromhom', 'remot', 'appl', '']"
1638,"📣 #JobAlert

🧑‍💻 Junior in #c and #cplusplus
🏙️ Dellent Consulting
🪙 $1,333 / m
🏠 #WorkFromHome – Remote

Apply now… https://t.co/Q8I6RjPSjz",   jobalert      junior in  c and  cplusplus    dellent consulting    1 333   m    workfromhome   remote  apply now   ,-0.1,0.2,neutral,0.0,1.0,0.0,0.0,118,15,   jobalert      junior in  c and  cplusplus    dellent consulting        m    workfromhome   remote  apply now   ,"['', 'jobalert', 'junior', 'in', 'c', 'and', 'cplusplus', 'dellent', 'consulting', 'm', 'workfromhome', 'remote', 'apply', 'now', '']","['', 'jobalert', 'junior', 'c', 'cplusplus', 'dellent', 'consulting', 'workfromhome', 'remote', 'apply', '']","['', 'jobalert', 'junior', 'c', 'cplusplu', 'dellent', 'consult', 'workfromhom', 'remot', 'appli', '']"
1640,"#RemoteWork (including #hybridwork) is the new future, according to studies. But if you're not sure how to keep you… https://t.co/HwsJUDxUqV", remotework  including  hybridwork  is the new future  according to studies  but if you re not sure how to keep you   ,-0.03787878787878788,0.48947811447811446,negative,0.114,0.886,0.0,-0.3491,118,20, remotework  including  hybridwork  is the new future  according to studies  but if you re not sure how to keep you   ,"['', 'remotework', 'including', 'hybridwork', 'is', 'the', 'new', 'future', 'according', 'to', 'studies', 'but', 'if', 'you', 're', 'not', 'sure', 'how', 'to', 'keep', 'you', '']","['', 'remotework', 'including', 'hybridwork', 'new', 'future', 'according', 'studies', 'sure', 'keep', '']","['', 'remotework', 'includ', 'hybridwork', 'new', 'futur', 'accord', 'studi', 'sure', 'keep', '']"
1641,"Well, at least someone is comfortable... 🤣
 #cat #cats_of_day #catselfie #instacat #workfromhome @ San Rafael, Cali… https://t.co/aNED8y3z9e",well  at least someone is comfortable        cat  cats of day  catselfie  instacat  workfromhome   san rafael  cali   ,0.05000000000000002,0.6000000000000001,positive,0.0,0.722,0.278,0.6597,118,16,well  at least someone is comfortable        cat  cats of day  catselfie  instacat  workfromhome   san rafael  cali   ,"['well', 'at', 'least', 'someone', 'is', 'comfortable', 'cat', 'cats', 'of', 'day', 'catselfie', 'instacat', 'workfromhome', 'san', 'rafael', 'cali', '']","['well', 'least', 'someone', 'comfortable', 'cat', 'cats', 'day', 'catselfie', 'instacat', 'workfromhome', 'san', 'rafael', 'cali', '']","['well', 'least', 'someon', 'comfort', 'cat', 'cat', 'day', 'catselfi', 'instacat', 'workfromhom', 'san', 'rafael', 'cali', '']"
1642,Learn how to 10X Your Online Income Starting TODAY! Join https://t.co/HXYLB2e5qE #workfromhome #earnonline… https://t.co/8KZ8hDsq0D,learn how to 10x your online income starting today  join    workfromhome  earnonline   ,0.0,0.1,positive,0.0,0.833,0.167,0.296,87,12,learn how to x your online income starting today  join    workfromhome  earnonline   ,"['learn', 'how', 'to', 'x', 'your', 'online', 'income', 'starting', 'today', 'join', 'workfromhome', 'earnonline', '']","['learn', 'x', 'online', 'income', 'starting', 'today', 'join', 'workfromhome', 'earnonline', '']","['learn', 'x', 'onlin', 'incom', 'start', 'today', 'join', 'workfromhom', 'earnonlin', '']"
1643,"How To Implement A Hybrid Work Model https://t.co/9BtDNbaqQN

#HybridWork #Remote #WFH #WorkFromHome #Office https://t.co/bKsTbBipfr",how to implement a hybrid work model     hybridwork  remote  wfh  workfromhome  office  ,-0.1,0.2,neutral,0.0,1.0,0.0,0.0,88,12,how to implement a hybrid work model     hybridwork  remote  wfh  workfromhome  office  ,"['how', 'to', 'implement', 'a', 'hybrid', 'work', 'model', 'hybridwork', 'remote', 'wfh', 'workfromhome', 'office', '']","['implement', 'hybrid', 'work', 'model', 'hybridwork', 'remote', 'wfh', 'workfromhome', 'office', '']","['implement', 'hybrid', 'work', 'model', 'hybridwork', 'remot', 'wfh', 'workfromhom', 'offic', '']"
1644,15 Companies That Hire Medical Coders. How to Get Medical Coding Jobs. #medicalcoding #medicalbilling #medical… https://t.co/yc2BaJN79P,15 companies that hire medical coders  how to get medical coding jobs   medicalcoding  medicalbilling  medical   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,113,15, companies that hire medical coders  how to get medical coding jobs   medicalcoding  medicalbilling  medical   ,"['', 'companies', 'that', 'hire', 'medical', 'coders', 'how', 'to', 'get', 'medical', 'coding', 'jobs', 'medicalcoding', 'medicalbilling', 'medical', '']","['', 'companies', 'hire', 'medical', 'coders', 'get', 'medical', 'coding', 'jobs', 'medicalcoding', 'medicalbilling', 'medical', '']","['', 'compani', 'hire', 'medic', 'coder', 'get', 'medic', 'code', 'job', 'medicalcod', 'medicalbil', 'medic', '']"
1645,"#OnlineBusiness 
#DigitalMarketing 
#WorkFromHome https://t.co/Zgl83Tpp2q", onlinebusiness   digitalmarketing   workfromhome  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,51,3, onlinebusiness   digitalmarketing   workfromhome  ,"['', 'onlinebusiness', 'digitalmarketing', 'workfromhome', '']","['', 'onlinebusiness', 'digitalmarketing', 'workfromhome', '']","['', 'onlinebusi', 'digitalmarket', 'workfromhom', '']"
1646,"RT @microbesandlife: After 20 days in hospital, 9 anti-coagulant injections, 8 cannulas, 4 days with a PICC line, 1 massive DVT in my upper…", after 20 days in hospital  9 anti coagulant injections  8 cannulas  4 days with a picc line  1 massive dvt in my upper ,0.0,0.5,negative,0.119,0.881,0.0,-0.3182,120,23, after  days in hospital   anti coagulant injections   cannulas   days with a picc line   massive dvt in my upper ,"['', 'after', 'days', 'in', 'hospital', 'anti', 'coagulant', 'injections', 'cannulas', 'days', 'with', 'a', 'picc', 'line', 'massive', 'dvt', 'in', 'my', 'upper', '']","['', 'days', 'hospital', 'anti', 'coagulant', 'injections', 'cannulas', 'days', 'picc', 'line', 'massive', 'dvt', 'upper', '']","['', 'day', 'hospit', 'anti', 'coagul', 'inject', 'cannula', 'day', 'picc', 'line', 'massiv', 'dvt', 'upper', '']"
